Team,No.,選手名,守備,生年月日,年齢,年数,身長,体重,血液型,投打,出身地,年俸(推定)
中,211,石垣　幸大,投手,1996/08/08,19,2,180,76,O,右右,三重,300
中,212,渡辺　勝,外野手,1993/10/14,22,1,172,80,A,右左,神奈川,300
中,213,近藤　弘基,外野手,1993/02/12,23,2,179,78,A,右右,愛知,300
中,215,多村　仁志,外野手,1977/03/28,39,22,180,80,B,右右,神奈川,300
横,00,久保　裕也,投手,1980/05/23,36,14,177,78,B,右右,福岡,"1,500"
横,0,山崎　憲晴,内野手,1986/12/13,29,8,176,82,O,右右,静岡,"2,200"
横,1,熊原　健人,投手,1993/10/19,22,1,178,85,O,右左,宮城,"1,200"
横,2,ロペス,内野手,1983/11/24,32,4,183,103,不明,右右,ベネズエラ,"15,000"
横,3,梶谷　隆幸,外野手,1988/08/28,27,10,180,85,A,右左,島根,"8,300"
横,4,荒波　翔,外野手,1986/01/25,30,6,179,78,A,右左,神奈川,"4,000"
横,5,倉本　寿彦,内野手,1991/01/07,25,2,180,82,B,右左,神奈川,"1,600"
横,6,白崎　浩之,内野手,1990/08/20,25,4,184,89,O,右右,北海道,"2,000"
横,7,石川　雄洋,内野手,1986/07/10,29,12,183,78,O,右左,静岡,"7,000"
横,9,黒羽根　利規,捕手,1987/06/02,29,11,178,88,A,右右,神奈川,"2,600"
横,10,戸柱　恭孝,捕手,1990/04/11,26,1,178,88,A,右左,鹿児島,950
横,11,山口　俊,投手,1987/07/11,28,11,187,97,O,右右,大分,"8,000"
横,12,小林　寛,投手,1989/01/21,27,6,180,87,AB,右右,広島,"1,070"
横,13,柿田　裕太,投手,1992/08/27,23,3,182,88,A,右右,長野,"1,000"
横,14,石田　健大,投手,1993/03/01,23,2,180,85,O,左左,広島,"1,800"
横,15,井納　翔一,投手,1986/05/01,30,4,188,91,A,右右,東京,"4,500"
横,16,加賀　繁,投手,1985/04/13,31,7,182,84,B,右右,埼玉,"2,900"
横,17,三嶋　一輝,投手,1990/05/07,26,4,176,80,A,右両,福岡,"2,500"
横,18,三浦　大輔,投手,1973/12/25,42,25,183,88,B,右右,奈良,"12,500"
横,19,山﨑　康晃,投手,1992/10/02,23,2,177,83,O,右右,東京,"5,000"
横,20,須田　幸太,投手,1986/07/31,29,6,176,78,AB,右右,茨城,"1,900"
横,21,今永　昇太,投手,1993/09/01,22,1,177,80,A,左左,福岡,"1,500"
横,22,高崎　健太郎,投手,1985/06/24,31,10,176,82,O,右右,熊本,"3,300"
横,23,内村　賢介,内野手,1986/03/17,30,9,163,65,B,右両,東京,"2,200"
横,24,林　昌範,投手,1983/09/19,32,15,186,80,O,左左,千葉,"4,100"
横,25,筒香　嘉智,外野手,1991/11/26,24,7,185,97,A,右左,和歌山,"10,000"
横,26,井手　正太郎,外野手,1983/10/10,32,15,179,85,O,右右,宮崎,"1,250"
横,27,久保　康友,投手,1980/08/06,35,12,180,81,B,右右,奈良,"12,000"
横,28,福地　元春,投手,1990/06/21,26,2,182,94,O,左左,沖縄,950
横,30,飯塚　悟史,投手,1996/10/11,19,2,188,85,A,右左,新潟,510
横,31,柴田　竜拓,内野手,1993/12/16,22,1,167,68,O,右左,岡山,"1,000"
横,32,髙城　俊人,捕手,1993/05/03,23,5,176,86,AB,右右,福岡,"1,300"
横,33,乙坂　智,外野手,1994/01/06,22,5,182,83,O,右左,神奈川,"1,050"
横,34,平田　真吾,投手,1989/08/29,26,3,182,80,A,右右,山口,"1,300"
横,35,三上　朋也,投手,1989/04/10,27,3,190,90,AB,右右,岐阜,"3,000"
横,36,柳田　殖生,内野手,1982/03/31,34,11,180,85,A,右右,兵庫,"1,100"
横,37,桑原　将志,外野手,1993/07/21,22,5,174,78,B,右右,大阪,"1,300"
横,38,山下　幸輝,内野手,1993/01/31,23,2,173,72,B,右左,千葉,840
横,39,嶺井　博希,捕手,1991/06/04,25,3,175,85,B,右両,沖縄,"1,500"
横,40,飛雄馬,内野手,1991/03/17,25,5,181,88,B,右右,大阪,"1,050"
横,41,大原　慎司,投手,1985/06/30,31,6,174,66,A,左左,茨城,"2,900"
横,42,エリアン,内野手,1985/02/01,31,1,180,93,不明,右両,ドミニカ共和国,"8,000"
横,43,安部　建輝,投手,1986/09/03,29,4,178,85,O,右右,大阪,800
横,44,渡邊　雄貴,外野手,1993/04/09,23,5,180,79,O,右右,岡山,550
横,45,綾部　翔,投手,1997/04/25,19,1,189,90,O,右右,茨城,550
横,46,田中　健二朗,投手,1989/09/18,26,9,179,75,B,左左,愛知,"1,800"
横,47,砂田　毅樹,投手,1995/07/20,20,3,179,75,B,左左,北海道,"1,300"
横,48,山下　峻,投手,1991/08/19,24,3,182,80,A,左左,広島,670
横,49,モスコーソ,投手,1983/11/14,32,3,185,91,不明,右右,ベネズエラ,"13,000"
横,50,下園　辰哉,外野手,1984/11/22,31,10,179,81,B,左左,宮崎,"2,300"
横,51,宮﨑　敏郎,内野手,1988/12/12,27,4,172,85,B,右右,佐賀,"1,200"
横,52,ロマック,内野手,1985/09/30,30,1,188,100,不明,右右,カナダ,"7,500"
横,53,エレラ,投手,1981/04/28,35,2,188,98,不明,右右,キューバ,"2,925"
横,54,小杉　陽太,投手,1985/12/08,30,8,187,78,O,右右,東京,"1,200"
横,55,後藤Ｇ武敏,内野手,1980/06/05,36,14,176,84,A,右右,静岡,"2,200"
横,56,長田　秀一郎,投手,1980/05/06,36,14,179,80,O,右右,神奈川,"4,500"
横,57,青柳　昴樹,外野手,1997/05/19,19,1,182,84,A,右右,大阪,500
横,58,野川　拓斗,投手,1991/09/06,24,1,170,73,B,左左,埼玉,800
横,60,白根　尚貴,内野手,1993/04/28,23,5,186,90,A,右右,島根,450
横,61,松本　啓二朗,外野手,1986/06/24,30,8,182,85,O,左左,千葉,"1,500"
横,62,萬谷　康平,投手,1987/08/28,28,3,185,78,B,右左,大阪,800
横,63,関根　大気,外野手,1995/06/28,21,3,173,80,A,左左,愛知,"1,050"
横,64,百瀬　大騎,内野手,1997/03/11,19,2,175,70,A,右左,長野,510
横,65,国吉　佑樹,投手,1991/09/24,24,7,196,100,A,右右,大阪,"2,400"
横,66,西森　将司,捕手,1987/12/29,28,5,182,80,A,右両,京都,610
横,67,ペトリック,投手,1989/07/29,26,1,191,88,不明,右右,アメリカ,"5,000"
横,68,藤岡　好明,投手,1985/03/12,31,11,177,81,O,右左,大阪,"1,200"
横,69,ザガースキー,投手,1983/01/27,33,2,183,109,不明,左左,アメリカ,"3,500"
横,100,網谷　圭将,捕手,1997/10/03,18,1,183,83,O,右右,千葉,360
横,101,山本　武白志,内野手,1998/02/17,18,1,188,92,A,右右,神奈川,360
横,102,亀井　塔生,捕手,1997/02/19,19,2,180,75,O,右右,京都,360
横,103,田村　丈,投手,1992/11/20,23,1,185,86,不明,右右,兵庫,360
ヤ,0,比屋根　渉,外野手,1987/06/20,29,5,180,70,O,右右,沖縄,"2,000"
ヤ,00,ジェフン,外野手,1990/10/29,25,1,183,87,不明,右右,韓国,-
ヤ,1,山田　哲人,内野手,1992/07/16,23,6,180,76,O,右右,兵庫,"22,000"
ヤ,2,大引　啓次,内野手,1984/06/29,32,10,178,84,A,右右,大阪,"7,000"
ヤ,3,西浦　直亨,内野手,1991/04/11,25,3,178,75,B,右右,奈良,"1,250"
ヤ,4,バレンティン,外野手,1984/07/02,32,6,185,100,不明,右右,アンティル,"36,000"
ヤ,5,川端　慎吾,内野手,1987/10/16,28,11,185,86,O,右左,大阪,"16,000"
ヤ,7,田中　浩康,内野手,1982/05/24,34,12,177,77,O,右右,京都,"6,500"
ヤ,8,武内　晋一,内野手,1983/12/10,32,11,175,90,O,左左,兵庫,"1,900"
ヤ,9,飯原　誉士,外野手,1983/04/26,33,11,181,88,O,右右,栃木,"2,700"
ヤ,10,森岡　良介,内野手,1984/07/15,31,14,174,71,A,右左,大阪,"3,200"
ヤ,12,石山　泰稚,投手,1988/09/01,27,4,182,75,A,右右,秋田,"4,100"
ヤ,13,ペレス,投手,1985/01/20,31,1,183,97,不明,左左,ドミニカ共和国,"5,400"
ヤ,14,秋吉　亮,投手,1989/03/21,27,3,182,73,A,右右,東京,"6,800"
ヤ,16,原　樹理,投手,1993/07/19,22,1,180,79,A,右右,兵庫,"1,500"
ヤ,17,成瀬　善久,投手,1985/10/13,30,13,180,87,AB,左左,栃木,"14,400"
ヤ,18,杉浦　稔大,投手,1992/02/25,24,3,189,86,A,右右,北海道,"1,700"
ヤ,19,石川　雅規,投手,1980/01/22,36,15,167,73,A,左左,秋田,"20,000"
ヤ,20,山本　哲哉,投手,1985/09/04,30,7,179,77,A,右右,和歌山,"3,500"
ヤ,21,松岡　健一,投手,1982/06/07,34,12,181,85,AB,右右,熊本,"3,600"
ヤ,22,竹下　真吾,投手,1990/10/20,25,2,180,82,AB,左左,福岡,"1,400"
ヤ,24,荒木　貴裕,内野手,1987/07/26,28,7,180,84,AB,右右,富山,"2,000"
ヤ,25,館山　昌平,投手,1981/03/17,35,14,181,98,O,右右,神奈川,"12,000"
ヤ,26,久古　健太郎,投手,1986/05/16,30,6,181,82,A,左左,東京,"3,000"
ヤ,28,田中　雅彦,捕手,1982/01/09,34,13,175,78,A,右右,大阪,"1,800"
ヤ,29,小川　泰弘,投手,1990/05/16,26,4,171,80,A,右右,愛知,"10,000"
ヤ,30,西田　明央,捕手,1992/04/28,24,6,178,83,AB,右右,京都,860
ヤ,31,山崎　晃大朗,外野手,1993/08/11,22,1,173,68,O,左左,和歌山,800
ヤ,32,風張　蓮,投手,1993/02/26,23,2,182,88,AB,右右,岩手,"1,100"
ヤ,33,畠山　和洋,内野手,1982/09/13,33,16,180,96,O,右右,岩手,"13,000"
ヤ,34,デイビーズ,投手,1983/09/09,32,1,186,95,不明,右右,アメリカ,"7,200"
ヤ,35,田川　賢吾,投手,1994/05/22,22,4,189,79,O,右左,大阪,560
ヤ,36,廣岡　大志,内野手,1997/04/09,19,1,183,81,O,右右,大阪,600
ヤ,37,星野　雄大,捕手,1988/10/19,27,4,177,80,B,右右,岡山,760
ヤ,38,寺田　哲也,投手,1987/04/02,29,2,183,92,O,右右,栃木,950
ヤ,39,中元　勇作,投手,1988/12/12,27,2,178,74,B,左左,広島,790
ヤ,40,古野　正人,投手,1986/09/27,29,5,178,80,A,右右,兵庫,"1,800"
ヤ,41,雄平,外野手,1984/06/25,32,14,174,83,A,左左,神奈川,"6,500"
ヤ,42,坂口　智隆,外野手,1984/07/07,31,14,181,82,O,右左,兵庫,"3,000"
ヤ,43,村中　恭兵,投手,1987/10/25,28,11,188,88,B,左左,神奈川,"2,400"
ヤ,44,岩橋　慶侍,投手,1991/04/23,25,3,185,84,AB,左左,京都,950
ヤ,45,土肥　寛昌,投手,1990/11/16,25,2,181,88,O,右両,埼玉,790
ヤ,46,谷内　亮太,内野手,1991/02/03,25,4,177,79,B,右右,石川,"1,050"
ヤ,47,高橋　奎二,投手,1997/05/14,19,1,178,73,O,左左,京都,600
ヤ,48,ジュリアス,投手,1997/05/25,19,1,183,76,B,左左,沖縄,500
ヤ,49,渡邉　大樹,内野手,1997/06/07,19,1,182,87,O,右右,千葉,500
ヤ,50,上田　剛史,外野手,1988/10/02,27,10,180,73,B,右左,岡山,"2,500"
ヤ,51,藤井　亮太,捕手,1988/09/30,27,3,176,73,A,右左,兵庫,750
ヤ,52,中村　悠平,捕手,1990/06/17,26,8,176,83,A,右右,福井,"6,700"
ヤ,53,ルーキ,投手,1984/12/05,31,1,193,102,不明,右右,アメリカ,"3,600"
ヤ,54,中澤　雅人,投手,1985/02/16,31,7,179,80,AB,左左,富山,"2,160"
ヤ,55,山川　晃司,捕手,1996/11/15,19,2,184,87,A,右右,福岡,630
ヤ,56,奥村　展征,内野手,1995/05/26,21,3,178,76,O,右左,滋賀,550
ヤ,57,松井　淳,外野手,1987/11/27,28,7,177,88,O,右左,神奈川,890
ヤ,58,オンドルセク,投手,1985/02/13,31,2,203,104,不明,右右,アメリカ,"22,000"
ヤ,59,今浪　隆博,内野手,1984/07/06,31,10,172,75,A,右左,福岡,"1,950"
ヤ,60,三輪　正義,内野手,1984/01/23,32,9,168,70,A,右左,山口,"2,000"
ヤ,61,児山　祐斗,投手,1995/09/01,20,3,180,85,A,左左,岡山,550
ヤ,62,徳山　武陽,投手,1989/07/21,26,5,185,84,A,右両,兵庫,"1,580"
ヤ,63,井野　卓,捕手,1983/11/23,32,11,178,83,B,右右,群馬,770
ヤ,64,木谷　良平,投手,1989/04/07,27,5,181,85,A,右右,福岡,"1,260"
ヤ,65,原　泉,外野手,1992/07/26,23,2,190,100,A,右右,鹿児島,720
ヤ,66,新垣　渚,投手,1980/05/09,36,14,190,83,O,右右,沖縄,"2,800"
ヤ,68,山中　浩史,投手,1985/09/09,30,4,175,82,O,右右,熊本,"2,200"
ヤ,69,川上　竜平,外野手,1993/05/08,23,5,181,80,A,右右,沖縄,580
ヤ,70,八木　亮祐,投手,1990/09/29,25,8,180,73,O,左左,愛知,"2,000"
ヤ,91,鵜久森　淳志,外野手,1987/02/01,29,12,189,85,O,右右,愛媛,750
ヤ,111,中島　彰吾,投手,1992/06/15,24,2,178,80,A,右右,福岡,370
ヤ,121,由規,投手,1989/12/05,26,9,179,80,A,右左,宮城,"1,500"
ヤ,167,平井　諒,投手,1991/04/23,25,7,184,78,O,右右,和歌山,500
ソ,0,髙田　知季,内野手,1990/05/06,26,4,175,66,O,右左,兵庫,"2,100"
ソ,00,川瀬　晃,内野手,1997/09/15,18,1,175,63,B,右左,大分,480
ソ,1,内川　聖一,外野手,1982/08/04,33,16,185,93,B,右右,大分,"33,000"
ソ,2,今宮　健太,内野手,1991/07/15,24,7,171,73,O,右右,大分,"9,000"
ソ,4,金子　圭輔,内野手,1985/07/23,30,13,180,69,B,右両,千葉,"1,800"
ソ,5,松田　宣浩,内野手,1983/05/17,33,11,181,88,B,右右,滋賀,"22,000"
ソ,6,吉村　裕基,外野手,1984/06/14,32,14,183,92,B,右右,福岡,"5,000"
ソ,7,中村　晃,外野手,1989/11/05,26,9,176,84,O,左左,埼玉,"12,000"
ソ,9,柳田　悠岐,外野手,1988/10/09,27,6,188,93,AB,右左,広島,"27,000"
ソ,11,中田　賢一,投手,1982/05/11,34,12,180,82,O,右右,福岡,"9,500"
ソ,12,髙谷　裕亮,捕手,1981/11/13,34,10,179,86,O,右左,栃木,"3,400"
ソ,13,二保　旭,投手,1990/05/18,26,8,181,72,B,右右,福岡,"3,000"
ソ,14,加治屋　蓮,投手,1991/11/25,24,3,184,84,B,右右,宮崎,"1,100"
ソ,16,東浜　巨,投手,1990/06/20,26,4,182,77,A,右右,沖縄,"1,800"
ソ,17,岩嵜　翔,投手,1989/10/21,26,9,189,82,O,右右,千葉,"3,900"
ソ,18,松坂　大輔,投手,1980/09/13,35,10,183,93,O,右右,東京,"40,000"
ソ,19,森福　允彦,投手,1986/07/29,29,10,172,66,A,左左,愛知,"12,000"
ソ,20,寺原　隼人,投手,1983/10/09,32,15,180,85,A,右右,宮崎,"6,500"
ソ,21,和田　毅,投手,1981/02/21,35,10,180,81,O,左左,島根,"40,000"
ソ,22,斐紹,捕手,1992/11/16,23,6,180,93,A,右左,北海道,980
ソ,23,城所　龍磨,外野手,1985/09/24,30,13,177,78,B,右左,愛知,"1,900"
ソ,24,長谷川　勇也,外野手,1984/12/22,31,10,180,89,AB,右左,山形,"20,000"
ソ,25,巽　真悟,投手,1987/01/10,29,8,182,79,O,右左,和歌山,850
ソ,27,細川　亨,捕手,1980/01/04,36,15,183,105,B,右右,青森,"10,000"
ソ,28,大隣　憲司,投手,1984/11/19,31,10,176,88,A,左左,京都,"6,800"
ソ,30,武田　翔太,投手,1993/04/03,23,5,186,85,B,右右,宮崎,"7,000"
ソ,31,栗原　陵矢,捕手,1996/07/04,19,2,178,74,A,右左,福井,700
ソ,32,塚田　正義,外野手,1989/07/23,26,5,177,76,A,右右,茨城,"1,200"
ソ,33,鶴岡　慎也,捕手,1981/04/11,35,14,175,77,A,右右,鹿児島,"7,600"
ソ,34,山田　大樹,投手,1988/07/30,27,10,189,92,B,左左,茨城,"1,700"
ソ,35,川島　慶三,内野手,1983/10/05,32,11,172,73,A,右右,長崎,"4,000"
ソ,36,明石　健志,内野手,1986/01/09,30,13,175,66,B,右左,北海道,"7,000"
ソ,37,福田　秀平,外野手,1989/02/10,27,10,182,79,AB,右左,神奈川,"2,500"
ソ,38,森　唯斗,投手,1992/01/08,24,3,175,88,A,右右,徳島,"7,000"
ソ,39,島袋　洋奨,投手,1992/10/24,23,2,174,73,O,左左,沖縄,800
ソ,40,小澤　怜史,投手,1998/03/09,18,1,180,78,B,右左,静岡,700
ソ,41,千賀　滉大,投手,1993/01/30,23,6,186,86,A,右左,愛知,"2,500"
ソ,42,飯田　優也,投手,1990/11/27,25,4,186,85,A,左左,兵庫,"2,500"
ソ,43,江川　智晃,外野手,1986/10/31,29,12,180,86,B,右右,三重,"2,100"
ソ,44,バンデンハーク,投手,1985/05/22,31,2,198,105,不明,右右,オランダ,"15,000"
ソ,45,谷川原　健太,捕手,1997/04/16,19,1,173,80,B,右左,愛知,600
ソ,46,本多　雄一,内野手,1984/11/19,31,11,175,71,O,右左,福岡,"18,000"
ソ,47,髙橋　純平,投手,1997/05/08,19,1,183,81,A,右右,岐阜,"1,500"
ソ,48,岡本　健,投手,1992/10/29,23,3,177,83,O,右右,兵庫,"1,000"
ソ,49,坂田　将人,投手,1993/03/12,23,6,175,74,A,左左,福岡,600
ソ,50,攝津　正,投手,1982/06/01,34,8,181,95,O,右右,秋田,"40,000"
ソ,51,上林　誠知,外野手,1995/08/01,20,3,185,81,O,右左,埼玉,800
ソ,53,五十嵐　亮太,投手,1979/05/28,37,16,178,94,A,右右,北海道,"35,000"
ソ,54,柳瀬　明宏,投手,1983/07/08,32,11,176,78,O,右右,広島,"4,000"
ソ,55,茶谷　健太,内野手,1998/01/16,18,1,185,85,O,右右,神奈川,500
ソ,56,星野　大地,投手,1993/03/13,23,6,180,87,B,右右,岡山,700
ソ,57,嘉弥真　新也,投手,1989/11/23,26,5,173,68,O,左左,沖縄,"2,600"
ソ,58,サファテ,投手,1981/04/09,35,6,193,102,不明,右右,アメリカ,"50,000"
ソ,59,古澤　勝吾,内野手,1996/09/05,19,2,177,78,B,右右,滋賀,600
ソ,60,釜元　豪,外野手,1993/09/03,22,5,180,76,B,右左,長崎,600
ソ,61,黒瀬　健太,内野手,1997/08/12,18,1,181,100,O,右右,大阪,500
ソ,62,拓也,捕手,1992/11/05,23,6,169,76,O,右右,大分,600
ソ,63,笠原　大芽,投手,1995/01/20,21,4,186,83,A,左右,福岡,550
ソ,64,真砂　勇介,外野手,1994/05/04,22,4,185,80,B,右右,京都,550
ソ,65,バリオス,投手,1988/10/11,27,6,183,82,不明,右右,ベネズエラ,"6,000"
ソ,66,松本　裕樹,投手,1996/04/14,20,2,182,83,A,右左,神奈川,800
ソ,67,笠谷　俊介,投手,1997/03/17,19,2,172,69,AB,左左,大分,550
ソ,68,猪本　健太郎,内野手,1990/12/23,25,8,182,95,O,右右,熊本,650
ソ,69,牧原　大成,内野手,1992/10/15,23,6,172,68,A,右左,福岡,"1,300"
ソ,90,スアレス,投手,1991/03/01,25,1,188,95,不明,右右,ベネズエラ,"5,000"
ソ,95,カニザレス,内野手,1979/11/21,36,3,190,109,不明,右右,キューバ,"6,000"
ソ,121,吉本　祥二,投手,1993/06/26,23,5,188,83,B,右右,東京,420
ソ,122,川原　弘之,投手,1991/08/23,24,7,187,93,O,左左,福岡,420
ソ,123,伊藤　祐介,投手,1990/10/20,25,4,176,75,B,左左,宮城,600
ソ,124,幸山　一大,外野手,1996/06/18,20,2,190,92,O,右右,富山,270
ソ,125,李　杜軒,内野手,1988/04/21,28,10,173,90,A,右右,台湾,"1,000"
ソ,126,齋藤　誠哉,投手,1996/05/13,20,2,184,81,A,左左,青森,270
ソ,127,伊藤　大智郎,投手,1992/12/29,23,6,176,70,A,右右,岐阜,270
ソ,128,山下　亜文,投手,1996/04/05,20,2,170,72,B,左左,石川,270
ソ,129,野澤　佑斗,投手,1997/11/06,18,1,181,71,O,右左,茨城,270
ソ,130,児玉　龍也,投手,1993/10/09,22,1,176,72,A,左左,山口,400
ソ,131,堀内　汰門,捕手,1996/09/16,19,2,175,74,O,右右,山形,270
ソ,132,樋越　優一,捕手,1993/09/28,22,1,178,89,B,右左,北海道,400
ソ,133,柿木　映二,投手,1997/01/06,19,2,186,79,O,右左,福岡,270
ソ,134,金子　将太,外野手,1996/08/12,19,2,175,73,B,左左,群馬,270
ソ,135,河野　大樹,内野手,1991/03/29,25,2,177,72,O,右両,大阪,360
ソ,136,中村　晨,投手,1997/08/08,18,1,191,81,A,右右,熊本,270
ソ,137,渡辺　健史,投手,1997/09/09,18,1,178,72,A,左左,福岡,270
ソ,138,石川　柊太,投手,1991/12/27,24,3,184,83,O,右右,東京,400
ソ,139,東方　伸友,投手,1995/09/17,20,3,192,88,A,右右,島根,270
ソ,140,曽根　海成,内野手,1995/04/24,21,3,175,70,A,右左,大阪,270
ソ,141,張本　優大,捕手,1990/10/13,25,3,182,85,A,右右,大阪,400
日,1,陽　岱鋼,外野手,1987/01/17,29,11,183,89,A,右右,台湾,"16,000"
日,2,杉谷　拳士,内野手,1991/02/04,25,8,173,77,B,右両,東京,"2,400"
日,3,田中　賢介,内野手,1981/05/20,35,15,176,78,O,右左,福岡,"15,000"
日,4,飯山　裕志,内野手,1979/07/13,36,19,178,78,B,右右,鹿児島,"2,450"
日,5,レアード,内野手,1987/09/11,28,2,185,98,不明,右右,アメリカ,"10,000"
日,6,中田　翔,内野手,1989/04/22,27,9,183,100,O,右右,広島,"24,500"
日,7,西川　遥輝,内野手,1992/04/16,24,6,179,76,A,右左,和歌山,"6,200"
日,8,近藤　健介,捕手,1993/08/09,22,5,173,83,O,右左,千葉,"4,800"
日,9,中島　卓也,内野手,1991/01/11,25,8,176,73,A,右左,福岡,"8,000"
日,10,清水　優心,捕手,1996/05/22,20,2,185,88,A,右右,山口,610
日,11,大谷　翔平,投手,1994/07/05,21,4,193,92,B,右左,岩手,"20,000"
日,12,松本　剛,内野手,1993/08/11,22,5,181,78,AB,右右,埼玉,630
日,13,石井　裕也,投手,1981/07/04,34,12,178,77,B,左左,神奈川,"4,500"
日,14,加藤　貴之,投手,1992/06/03,24,1,182,82,AB,左左,千葉,"1,200"
日,15,メンドーサ,投手,1983/10/31,32,3,191,111,不明,右右,メキシコ,"20,000"
日,16,有原　航平,投手,1992/08/11,23,2,189,100,AB,右右,広島,"3,000"
日,17,浦野　博司,投手,1989/07/22,26,3,178,66,A,右右,静岡,"2,300"
日,18,斎藤　佑樹,投手,1988/06/06,28,6,176,76,A,右右,群馬,"2,300"
日,19,増井　浩俊,投手,1984/06/26,32,7,181,70,A,右右,静岡,"22,000"
日,20,上原　健太,投手,1994/03/29,22,1,190,85,A,左左,沖縄,"1,300"
日,21,武田　久,投手,1978/10/14,37,14,170,73,B,右左,徳島,"1,800"
日,23,渡邉　諒,内野手,1995/04/30,21,3,178,78,B,右右,茨城,700
日,24,森本　龍弥,内野手,1994/06/12,22,4,185,97,O,右右,兵庫,510
日,25,宮西　尚生,投手,1985/06/02,31,9,180,75,O,左左,兵庫,"19,000"
日,26,淺間　大基,外野手,1996/06/21,20,2,183,76,B,右左,東京,900
日,27,大野　奨太,捕手,1987/01/13,29,8,177,78,O,右右,岐阜,"4,500"
日,28,新垣　勇人,投手,1985/10/21,30,4,183,86,A,右右,神奈川,850
日,29,井口　和朋,投手,1994/01/07,22,1,175,82,O,右右,神奈川,900
日,30,鍵谷　陽平,投手,1990/09/23,25,4,177,83,O,右右,北海道,"2,200"
日,31,岡　大海,外野手,1991/07/15,24,3,185,83,B,右右,岡山,"1,800"
日,32,大累　進,内野手,1990/08/31,25,4,175,73,O,右右,北海道,800
日,33,須永　英輝,投手,1985/10/28,30,13,181,85,O,左左,東京,590
日,34,吉川　光夫,投手,1988/04/06,28,10,178,76,O,左左,福岡,"9,500"
日,35,榎下　陽大,投手,1988/07/21,27,6,178,77,O,右右,鹿児島,770
日,36,中村　勝,投手,1991/12/11,24,7,184,83,A,右右,埼玉,"2,400"
日,37,矢野　謙次,外野手,1980/09/21,35,14,178,85,O,右右,東京,"5,000"
日,38,武田　勝,投手,1978/07/10,37,11,176,73,B,左左,愛知,"4,000"
日,39,高梨　裕稔,投手,1991/06/05,25,3,187,85,B,右右,千葉,770
日,40,金平　将至,投手,1991/03/24,25,3,180,86,O,左左,京都,840
日,43,白村　明弘,投手,1991/12/11,24,3,187,84,B,右左,岐阜,"2,200"
日,45,平沼　翔太,内野手,1997/08/16,18,1,179,78,A,右左,福井,520
日,46,瀬川　隼郎,投手,1986/10/21,29,2,177,86,O,左左,北海道,840
日,47,田中　豊樹,投手,1993/12/01,22,1,180,90,AB,右右,佐賀,800
日,48,谷元　圭介,投手,1985/01/28,31,8,167,72,A,右右,三重,"7,200"
日,49,石川　慎吾,外野手,1993/04/27,23,5,178,76,O,右右,大阪,"1,000"
日,50,宇佐美　塁大,外野手,1994/10/24,21,4,177,80,B,右右,広島,500
日,51,石川　直也,投手,1996/07/11,19,2,191,82,A,右右,山形,520
日,52,バース,投手,1987/11/01,28,1,188,90,不明,右右,アメリカ,"10,000"
日,53,立田　将太,投手,1996/06/04,20,2,180,87,AB,右右,奈良,480
日,54,大塚　豊,投手,1987/12/20,28,7,182,85,A,右右,東京,780
日,55,マーティン,投手,1986/06/02,30,1,203,98,不明,右右,アメリカ,"8,000"
日,56,市川　友也,捕手,1985/05/09,31,7,176,81,O,右右,神奈川,"1,700"
日,57,屋宜　照悟,投手,1989/03/29,27,4,178,81,A,右左,沖縄,880
日,58,横尾　俊建,内野手,1993/05/27,23,1,177,90,O,右右,東京,750
日,59,吉田　侑樹,投手,1994/02/16,22,1,187,80,B,右右,大阪,750
日,60,荒張　裕司,捕手,1989/04/24,27,7,180,83,O,右右,大阪,510
日,61,姫野　優也,外野手,1997/04/02,19,1,184,85,B,右右,大阪,470
日,62,髙濱　祐仁,内野手,1996/08/08,19,2,183,84,B,右右,佐賀,490
日,63,上沢　直之,投手,1994/02/06,22,5,187,88,A,右右,千葉,"2,400"
日,64,谷口　雄也,外野手,1992/06/01,24,6,182,84,B,右左,三重,"1,200"
日,65,太田　賢吾,内野手,1997/01/19,19,2,186,74,A,右左,埼玉,470
日,66,大嶋　匠,捕手,1990/02/14,26,5,180,97,A,右左,群馬,500
日,67,岸里　亮佑,外野手,1995/04/03,21,3,180,71,B,右左,岩手,490
日,68,石川　亮,捕手,1995/07/20,20,3,180,84,O,右右,神奈川,650
日,70,米野　智人,捕手,1982/01/21,34,17,183,83,B,右右,北海道,"1,000"
マ,00,髙濱　卓也,内野手,1989/07/06,26,9,184,84,A,右左,佐賀,"1,220"
マ,1,清田　育宏,外野手,1986/02/11,30,7,180,85,A,右右,千葉,"6,000"
マ,2,根元　俊一,内野手,1983/07/08,32,11,177,77,A,右左,東京,"4,400"
マ,3,サブロー,外野手,1976/06/01,40,22,181,90,B,右右,岡山,"6,500"
マ,4,荻野　貴司,外野手,1985/10/21,30,7,172,75,O,右右,奈良,"3,280"
マ,5,伊志嶺　翔大,外野手,1988/05/12,28,6,179,79,A,右右,沖縄,"2,600"
マ,6,井口　資仁,内野手,1974/12/04,41,16,178,91,O,右右,東京,"18,000"
マ,7,鈴木　大地,内野手,1989/08/18,26,5,175,79,O,右左,静岡,"8,000"
マ,9,福浦　和也,内野手,1975/12/14,40,23,183,88,B,左左,千葉,"4,500"
マ,10,大松　尚逸,内野手,1982/06/16,34,12,184,93,B,左左,石川,"2,520"
マ,11,大嶺　祐太,投手,1988/06/16,28,10,184,80,A,右左,沖縄,"3,640"
